Country Name,Country Code,Region,IncomeGroup,SpecialNotes,TableName,year,co2_emissions
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,National Statistical Office - Papua New Guinea and IMF. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Papua New Guinea,1985,0.560478770502172
Poland,POL,Europe & Central Asia,High income,Eurostat; Statistics Poland ; Source of population estimates: Eurostat,Poland,1985,11.985948185152399
Portugal,PRT,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 200.482 Portuguese escudo. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Portugal,1985,2.73425939329461
Paraguay,PRY,Latin America & Caribbean,Upper middle income,Central Bank of Paraguay ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Paraguay,1985,0.42244403738085606
French Polynesia,PYF,East Asia & Pacific,High income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,French Polynesia,1985,3.34878199127874
Qatar,QAT,Middle East & North Africa,High income,"National Accounts Bulletin, 2018 - Central Statistical Bureau, Kuwait ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Qatar,1985,33.4306014050841
Romania,ROU,Europe & Central Asia,Upper middle income,Eurostat; National Institute of Statistics ; Source of population estimates: Eurostat,Romania,1985,8.540541383820221
Rwanda,RWA,Sub-Saharan Africa,Low income,National Institute of Statistics of Rwanda  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Rwanda,1985,0.10066098517558601
Saudi Arabia,SAU,Middle East & North Africa,High income,"General Authority for Statistics and Haver Analytics, Inc. (Source for Haver:  General Authority for Statistics) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Saudi Arabia,1985,13.0905948579567
Sudan,SDN,Sub-Saharan Africa,Lower middle income,"Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1985,0.18072672955994398
Senegal,SEN,Sub-Saharan Africa,Low income,DPEE (Direction de la  Prévision et des Etudes Economique) and ANSD (Agence Nationale de la Statistique et de la Démographie) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Senegal,1985,0.41280156576873295
Singapore,SGP,East Asia & Pacific,High income,Monetary Authority of Singapore - Central Bank ; Source of population estimates: Department of Statistics Singapore. Fiscal year end: March 31; reporting period for national accounts data: CY.,Singapore,1985,12.2141433509372
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Solomon Islands,1985,0.555193666197688
Sierra Leone,SLE,Sub-Saharan Africa,Low income,"Statistics Sierra Leone, IMF Article IV ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: CY.",Sierra Leone,1985,0.174685686462871
El Salvador,SLV,Latin America & Caribbean,Lower middle income,Central Bank of El Salvador ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,El Salvador,1985,0.40364957573935906
Somalia,SOM,Sub-Saharan Africa,Low income,"The World Bank and Fund Staff Estimates, 2018; (see also: https://www.imf.org/en/News/Articles/2018/07/06/pr18283-somalia-2nd-and-final-review-under-the-staff-monitored-program)
 ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Somalia,1985,0.126341855283702
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,STP authorities  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,São Tomé and Principe,1985,0.5307621051006429
Suriname,SUR,Latin America & Caribbean,Upper middle income,General Bureau of Statistics  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Suriname,1985,4.30401378307804
Sweden,SWE,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,1985,7.471990516366549
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Central Statistical Office of Swaziland ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,1985,0.624094967273449
Seychelles,SYC,Sub-Saharan Africa,High income,National Bureau of Statistics ; Source of population estimates: National Bureau of Statistics,Seychelles,1985,2.30438047943106
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Syrian Arab Republic,1985,2.78452311996508
Chad,TCD,Sub-Saharan Africa,Low income,IMF and Chadian authorities ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Chad,1985,0.0352905361546174
Togo,TGO,Sub-Saharan Africa,Low income,Ministry of Economy and Finance ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Togo,1985,0.169090382582937
Thailand,THA,East Asia & Pacific,Upper middle income,NESDB ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: September 30; reporting period for national accounts data: CY.,Thailand,1985,0.93525590140432
Tonga,TON,East Asia & Pacific,Upper middle income,Tonga Department of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Tonga,1985,0.507391993869275
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,Central Bank of Trinidad and Tobago ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Trinidad and Tobago,1985,17.7254451170354
Tunisia,TUN,Middle East & North Africa,Lower middle income,"National Bureau of Statistics, Central Bank, Ministry of Investment Development and International Cooperation (Planning Dept) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Tunisia,1985,1.63069573972572
Turkey,TUR,Europe & Central Asia,Upper middle income,Turkish Statistical Institute ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Turkey,1985,2.1719641820289297
Tanzania,TZA,Sub-Saharan Africa,Low income,Tanzania Bureau of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Tanzania,1985,0.10797642111903699
Uganda,UGA,Sub-Saharan Africa,Low income,"Uganda Bureau of Statistics for SNA series , Bank of Uganda for Balance of Payments   ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: FY.",Uganda,1985,0.042311661718085994
Uruguay,URY,Latin America & Caribbean,High income,Central Bank of Uruguay ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Uruguay,1985,1.0945330999486
United States,USA,North America,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: U.S. Census Bureau,United States,1985,18.8823127427246
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Eastern Caribbean Central Bank ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,St. Vincent and the Grenadines,1985,0.631775414684572
Venezuela-RB,VEN,Latin America & Caribbean,Upper middle income,Central Bank of Venezuela ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Venezuela, RB",1985,5.78470023433209
Vietnam,VNM,East Asia & Pacific,Lower middle income,GSO (General Statistics Office of Vietnam) and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Vietnam,1985,0.346701742538781
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IMF Article IV  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Vanuatu,1985,0.930660555115476
Samoa,WSM,East Asia & Pacific,Upper middle income,"IMF Article IV and Bank's country office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The base year is 2008/09. Other methodological changes include increased reliance on summary data from the country’s Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",Samoa,1985,0.7103436209234459
Yemen,YEM,Middle East & North Africa,Low income,Figures are based on MFMmod data  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Yemen, Rep.",1985,0.8791506695996779
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,(see also: https://www.imf.org/en/News/Articles/2018/07/06/pr18283-somalia-2nd-and-final-review-under-the-staff-monitored-program) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY.,South Africa,1985,9.611998678452279
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,"Central Statistics Office Zambia, Bank of Zambia ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. The base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1985,0.395950116258138
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,Zimstat- Central Statistics Agency ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Zimbabwe,1985,1.1853681149833102
Aruba,ABW,Latin America & Caribbean,High income,"Central Bureau of Statistics and Central Bank of Aruba ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Mining is included in agriculture 
Electricty and gas includes manufactures of refined petroleoum products",Aruba,1986,2.86831939212055
Afghanistan,AFG,South Asia,Low income,"Central Statistics Organization; World Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. 
Fiscal year end: March 20; reporting period for national accounts data is calendar year, estimated to insure consistency between national accounts and fiscal data.",Afghanistan,1986,0.270891120891651
Angola,AGO,Sub-Saharan Africa,Lower middle income,IMF ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Angola,1986,0.426768721688243
Albania,ALB,Europe & Central Asia,Upper middle income,"Albanian Institute of Statistics ; Source of population estimates: Institute of Statistics, Eurostat",Albania,1986,2.66535622064854
United Arab Emirates,ARE,Middle East & North Africa,High income,National Bureau of Statistics & Federal Competitiveness & Statistics Authority ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,United Arab Emirates,1986,32.0839895993664
Argentina,ARG,Latin America & Caribbean,High income,National Institute of Statistics and Census (INDEC) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Argentina,1986,3.37724499958583
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,Eastern Caribbean Central Bank ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Antigua and Barbuda,1986,3.62388641020797
Australia,AUS,East Asia & Pacific,High income,ABS (Australian Bureau of Statistics) ; Source of population estimates: Australian Bureau of Statistics. Fiscal year end: June 30; reporting period for national accounts data: FY.,Australia,1986,14.9805731533736
Austria,AUT,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 13.7603 Austrian schilling. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Austria,1986,7.144304851624759
Burundi,BDI,Sub-Saharan Africa,Low income,Statistical Office Burundi and World Bank country economist estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Burundi,1986,0.0484735824056891
Belgium,BEL,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Belgian franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Belgium,1986,10.4315417139407
Benin,BEN,Sub-Saharan Africa,Low income,Government of Benin  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Benin,1986,0.155688061271798
Burkina Faso,BFA,Sub-Saharan Africa,Low income,National forecast tool (Instrument Automatise de Prevision).  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Burkina Faso,1986,0.0605718742899423
Bangladesh,BGD,South Asia,Lower middle income,National Account Data from Bangladesh Bureau of Statistics (BBS) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: June 30; reporting period for national accounts data: FY.,Bangladesh,1986,0.119727918753181
Bulgaria,BGR,Europe & Central Asia,Upper middle income,Eurostat & Republic of Bulgaria National Statistical institute ; Source of population estimates: Eurostat,Bulgaria,1986,10.217299937677
Bahrain,BHR,Middle East & North Africa,High income,"Central Bank of Bahrain & Cetral Informatic Organization - Information & eGovernment Authority and Haver Analytics, Inc. (Haver's source: Central Informatics Organization) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Bahrain,1986,25.4035946129251
Bahamas,BHS,Latin America & Caribbean,High income,Department of Statistics of Bahamas ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Bahamas, The",1986,5.90385604543117
Belize,BLZ,Latin America & Caribbean,Upper middle income,Central Bank of Belize ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Belize,1986,1.21103038309115
Bermuda,BMU,North America,High income,Source of population estimates: Bermuda Government Department of Statistics,Bermuda,1986,7.34908159353107
Bolivia,BOL,Latin America & Caribbean,Lower middle income,National Institute of Statistics (INE) and Central Bank of Bolivia ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Bolivia,1986,0.595940953878521
Brazil,BRA,Latin America & Caribbean,Upper middle income,Brazilian Statistics Institute (IBGE) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Brazil,1986,1.43598687140046
Barbados,BRB,Latin America & Caribbean,High income,Barbados Statistical Office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Barbados,1986,3.57078867007354
Brunei Darussalam,BRN,East Asia & Pacific,High income,Economic Planning and Development - Prime Minister's office ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Brunei Darussalam,1986,9.95449231941534
Bhutan,BTN,South Asia,Lower middle income,National Statistics Bureau of Bhutan ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Bhutan,1986,0.11389330616707301
Botswana,BWA,Sub-Saharan Africa,Upper middle income,Financial Statistics Bank of Botswana and World Bank staff estimates. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: March 31; reporting period for national accounts data: CY.,Botswana,1986,0.8698143966873442
Central African Republic,CAF,Sub-Saharan Africa,Low income,"IMF, Authorities and Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Central African Republic,1986,0.0598253900100186
Canada,CAN,North America,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Statistics Canada. Fiscal year end: March 31; reporting period for national accounts data: CY.,Canada,1986,15.4576840558693
Switzerland,CHE,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,Switzerland,1986,6.5028246693943705
Chile,CHL,Latin America & Caribbean,High income,"Central Bank of Chile ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Before 1996, for current series, components of value added and missed series of expenditure side have been calculated using structural ratios of the files and previous base years.",Chile,1986,1.79647084796095
China,CHN,East Asia & Pacific,Upper middle income,"NBS - National Bureau of Statistics and Bank's country office ; Source of population estimates: National Bureau of Statistics. On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. The new base year is 2015.",China,1986,1.9394342569765401
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,"MPMEF / Direction Générale de l'Economie / Direction de la Conjoncture et de la Prévision Economiques, Institut National de la Statistique (INS). ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Côte d'Ivoire,1986,0.5617758009285451
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,"National Institute of Statistics, World Bank staff estimates ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Cameroon,1986,0.19239875389408104
Congo-Dem. Rep.,COD,Sub-Saharan Africa,Low income,Authorities ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Congo, Dem. Rep.",1986,0.110060821570247
Congo-Rep.,COG,Sub-Saharan Africa,Lower middle income,Government Authorities  ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Congo, Rep.",1986,0.48769404299544
Colombia,COL,Latin America & Caribbean,Upper middle income,Administrative Department of National Statistics (DANE) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Colombia,1986,1.55040976608107
Comoros,COM,Sub-Saharan Africa,Low income,Authorities and IMF Figures ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Base year change from 1990 to 2007 -  national data revised.,Comoros,1986,0.120308398950131
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,Institute of National Statistics Cabo Verde. ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Cabo Verde,1986,0.18324520664744798
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,Central Bank of Costa Rica ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. National accounts are revised from 1991 to 2015 using SNA 2008 based on official government data. The new reference year is 2012. The country uses chain linked methedology.,Costa Rica,1986,0.930828286896115
Cuba,CUB,Latin America & Caribbean,Upper middle income,National Office of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Cuba,1986,3.3012815488301803
Cayman Islands,CYM,Latin America & Caribbean,High income,Statistical office of Cayman Island ; Source of population estimates: United Nations World Population Prospects,Cayman Islands,1986,9.959261271048339
Cyprus,CYP,Europe & Central Asia,High income,"Statistical Service of Republic of Cyprus ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Cyprus,1986,4.9779375327266
Djibouti,DJI,Middle East & North Africa,Lower middle income,Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Djibouti,1986,0.831279533234587
Dominica,DMA,Latin America & Caribbean,Upper middle income,Eastern Caribbean Central Bank ; Source of population estimates: United Nations World Population Prospects,Dominica,1986,0.652803834303321
Denmark,DNK,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,Denmark,1986,11.503296531182102
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,Central Bank of the Dominican Republic ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Dominican Republic,1986,1.23459219001404
Algeria,DZA,Middle East & North Africa,Upper middle income,Office National des Statistiques (ONS) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Algeria,1986,3.2819747129158903
Ecuador,ECU,Latin America & Caribbean,Upper middle income,Central Bank of Ecuador ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Ecuador,1986,1.64745787350805
Egypt,EGY,Middle East & North Africa,Lower middle income,"Ministry of Planning, Monitoring and Administrative Reform and the Central Bank of Egypt ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.","Egypt, Arab Rep.",1986,1.4448381475145302
Spain,ESP,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,1986,4.93636135990336
Ethiopia,ETH,Sub-Saharan Africa,Low income,Ministry of Finance and Economic Cooperation ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: July 7; reporting period for national accounts data: FY.,Ethiopia,1986,0.0525837989987353
Finland,FIN,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,1986,10.8433328846555
Fiji,FJI,East Asia & Pacific,Upper middle income,Fiji Bureau of Statistics - Under Review ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Fiji,1986,0.8420523054827229
France,FRA,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat, United Nations World Population Prospects. Including the French overseas departments of French Guiana, Guadeloupe, Martinique, Réunion, as well as Mayotte. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",France,1986,6.74945253322656
Faroe Islands,FRO,Europe & Central Asia,High income,Statistics Faroe Islands ; Source of population estimates: United Nations World Population Prospects,Faroe Islands,1986,10.6642793584652
Gabon,GAB,Sub-Saharan Africa,Upper middle income,"“Direction Générale de l'Economie et de la Politique Fiscale - Ministère de l'Economie», IMF Article IV ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.",Gabon,1986,5.824885964922559
United Kingdom,GBR,Europe & Central Asia,High income,OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat,United Kingdom,1986,10.034639390321301
Ghana,GHA,Sub-Saharan Africa,Lower middle income,Bureau of Statistics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Ghana,1986,0.23254030586610702
Guinea,GIN,Sub-Saharan Africa,Low income,Guinean authorities ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Guinea,1986,0.190719448575155
Gambia,GMB,Sub-Saharan Africa,Low income,Authorities National accounts and IMF ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,"Gambia, The",1986,0.21047523509990398
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,Ministry of Finance ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Guinea-Bissau,1986,0.198941870129532
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,National Statistical Agency (INEGE) ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Equatorial Guinea,1986,0.21454481628832198
Greece,GRC,Europe & Central Asia,High income,"OECD (Organization for Economic Cooperation and Development) ; Source of population estimates: Eurostat. A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 340.75 Greek drachma. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Greece,1986,5.93248834955168
Grenada,GRD,Latin America & Caribbean,Upper middle income,Eastern Caribbean Central Bank ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Grenada,1986,0.659117462029298
Greenland,GRL,Europe & Central Asia,High income,Source of population estimates: Statistics Greenland,Greenland,1986,6.10024299065421
Guatemala,GTM,Latin America & Caribbean,Upper middle income,Central Bank of Guatemala ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Guatemala,1986,0.43846150382219606
Guyana,GUY,Latin America & Caribbean,Upper middle income,Ministry of Finance ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Guyana,1986,1.3671040565942698
Hong Kong SAR-China,HKG,East Asia & Pacific,High income,"Census and Statistics Department ; Source of population estimates: Census and Statistics Department. On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Agriculture value added includes mining and quarrying.","Hong Kong SAR, China",1986,4.65161930275495
Honduras,HND,Latin America & Caribbean,Lower middle income,Central Bank of Honduras ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change.,Honduras,1986,0.419070699961317
Haiti,HTI,Latin America & Caribbean,Low income,Haiti National Insitute of Statistics and Informatics ; Source of population estimates: UN Population Division's World Population Prospects 2019 PROVISIONAL estimates. Not for circulation. Subject to change. Fiscal year end: September 30; reporting period for national accounts data: FY.,Haiti,1986,0.129207881127708
